8200,9854,7380,3971,1176,144,36,0
8452,9987,6823,3702,1343,235,13,0
4996,6047,4816,3360,1205,229,37,0
13116,15053,9569,4914,1295,140,4,0
14504,14186,9015,4305,1170,160,23,0
10664,12934,8288,4037,1221,196,16,0
10668,12873,8071,3867,1178,181,26,0
14836,13291,7370,3231,914,140,32,0
13336,14714,9632,4136,1186,140,27,0
8624,10872,7947,4111,1216,176,28,0
9568,10844,7511,4067,1055,177,32,0
11320,11358,7357,3734,1189,175,25,0
11788,13185,8447,4104,1206,151,30,0
8108,9729,7109,3852,1185,206,27,0
12796,13381,8975,4328,1106,204,17,0
12532,13499,8866,4104,1152,184,23,0
10804,9163,6774,4001,1371,187,23,0
15256,18554,10228,4273,1179,171,7,0
11544,13218,8730,4159,1191,199,13,0
6276,8351,5664,3280,1143,222,38,0
13352,14178,8921,4431,1257,173,13,0
12292,10479,7080,3695,1178,231,26,0
10316,11957,8198,4382,1169,153,22,0
7648,9428,7453,4016,1265,220,19,0
10044,12677,8787,4110,1198,195,19,0
11544,11490,7094,3508,1131,167,27,0
3116,5237,5100,3121,967,204,34,1
2276,1395,1685,972,593,277,50,1
3804,1997,1767,1066,657,270,53,1
6384,1436,2002,1090,667,266,64,1
10992,7140,4972,2991,1171,232,37,1
6892,8277,6452,3042,912,170,30,1
16372,2731,2894,2054,1303,410,22,1
12804,3259,2837,1815,932,204,45,1
15204,7295,6054,3273,926,198,35,1
9024,5224,4614,3163,1008,241,46,1
11560,3898,3259,2301,1059,218,64,1
7832,3162,2432,2008,1118,289,44,1
11224,4898,3102,2523,1151,260,40,1
14328,6646,5747,2880,1025,182,37,1
7736,8010,5670,2789,973,175,28,1
6676,3527,3269,1926,901,307,71,1
2224,3932,3418,2305,1236,316,42,1
6124,2993,3049,2099,1018,309,42,1
2884,1439,1248,1089,924,329,48,1
6832,5488,4341,2649,1050,212,52,1
6108,7409,5590,2912,1015,206,37,1
6116,5867,5859,3801,1264,238,28,1
3360,2296,2112,1776,791,246,50,1
6828,3421,2698,1845,958,291,59,1
15484,15877,8403,2853,949,240,24,1
7244,4649,3769,2498,1139,227,44,1
51436,35857,12173,2616,576,128,8,1
7472,2464,1749,1256,693,232,52,1
7584,4252,2931,2059,1066,267,61,1
56188,37145,12942,3405,600,127,25,1
5052,6685,5581,2988,1044,238,31,1
6972,6761,5302,2875,1041,184,39,1
6844,3377,1084,1059,664,311,59,1
4708,4047,3662,1990,872,240,67,1
10176,11536,6912,2692,847,229,55,1
492,4185,5051,2648,939,200,50,1
2432,4632,5110,2755,922,205,35,1
6188,10541,7250,3200,1018,161,50,1
52,1815,3415,2708,1389,259,35,1
6496,3144,2100,1369,848,287,81,1
4080,2020,1520,1330,837,280,64,1
12224,6756,3979,2264,940,259,52,1
8436,6043,4878,2603,957,210,32,1
14932,17019,9672,3721,1113,177,26,1
9376,11160,8092,4149,1362,177,17,1
6276,5023,4040,2442,1162,328,41,1
4564,6739,4626,2727,1210,284,37,1
164,1379,3477,2646,1147,272,36,1
5104,5428,4048,2589,1259,294,37,1
13120,7092,5603,2947,951,150,33,1
10944,10616,7410,3405,933,182,37,1
6860,7057,5111,2894,1236,236,22,1
9952,6716,5315,3148,1145,254,38,1
3476,859,756,1043,857,254,62,1
7748,4143,3780,2131,872,174,52,1
11140,5195,4605,2362,801,193,59,1
8700,4085,2271,1153,840,326,73,1
52388,32943,12206,3427,761,153,24,1
6008,2530,3876,2531,1386,299,24,1
7716,4403,2645,2431,1224,288,33,1
12,1165,2328,1865,786,254,44,1
5440,3296,5652,3572,1353,204,30,1
3872,13152,9954,4289,1109,172,16,1
5476,13007,8362,3819,1122,170,25,1
2860,1377,1101,1002,776,370,57,1
2608,2552,2687,1972,1121,278,44,1
6768,4652,3722,2541,1137,250,42,1
8568,7086,5385,3165,1004,155,35,1
6008,2362,1734,1461,958,323,70,1
9260,6929,5721,3628,1135,216,31,1
6944,3184,4118,2343,832,218,52,1
872,2582,3376,2073,823,217,34,1
17276,18901,9591,3487,974,150,31,1
4472,1266,764,580,498,322,62,1
2124,1521,1847,1602,980,310,67,1
3504,3404,3410,2200,994,200,60,1
3480,4430,3791,2441,890,213,65,1
1516,1405,2746,2210,1188,319,51,1
4720,5656,4971,2690,978,179,38,1
8328,6986,5637,3068,991,177,35,1
3780,2859,2825,1936,848,300,79,1
2460,5189,4841,3039,1323,261,28,1
7716,5055,3630,2588,969,236,55,1
5620,3191,2431,2089,1058,229,66,1
7172,7351,5338,2886,1110,211,23,1
4252,4057,3676,2905,1304,251,31,1
7172,7351,5338,2886,1110,211,23,1
17472,5336,3414,2216,1129,300,37,1
1452,2677,3400,2460,1121,297,41,1
1452,2677,3400,2460,1121,297,41,1
7384,4894,2831,2135,1040,268,45,1
7384,4894,2831,2135,1040,268,45,1
4880,2404,1542,1176,817,320,57,1
4880,2404,1542,1176,817,320,57,1
2332,1921,642,1111,779,228,52,1
2332,1921,642,1111,779,228,52,1
2896,5296,4915,3271,1169,183,45,1
2896,5296,4915,3271,1169,183,45,1
6416,4172,2836,1762,1024,227,47,1
6416,4172,2836,1762,1024,227,47,1
916,3423,3791,2320,1046,248,46,1
916,3423,3791,2320,1046,248,46,1
2596,1919,1854,1212,725,244,69,1
2596,1919,1854,1212,725,244,69,1
1144,1990,2591,1886,715,238,74,1
1144,1990,2591,1886,715,238,74,1
6336,2852,3043,1882,1050,299,26,1
680,1878,2628,2415,1196,289,39,1
7776,1180,599,487,436,243,103,1
7776,1180,599,487,436,243,103,1
4548,1235,1035,813,675,371,78,1
3664,3456,4095,2679,1162,273,37,1
92,1593,1616,1567,1054,331,47,1
12,1697,3191,2176,1118,288,46,1
5612,7385,5195,3304,1096,168,33,1
5612,7385,5195,3304,1096,168,33,1
13368,4570,3190,1952,969,323,52,1
20176,4440,2781,1700,857,243,59,1
6580,7099,5398,3116,1115,192,20,1
6580,7099,5398,3116,1115,192,20,1
19520,4272,2708,1783,878,263,64,1
16608,5336,3740,2588,1023,227,43,1
1124,1531,2511,2119,1065,311,63,1
468,2439,3445,2263,1015,317,50,1
32,1064,1936,1781,997,389,48,1
9316,10939,6583,3061,1024,202,35,1
6012,7773,5485,2721,1076,235,41,1
5500,4273,2684,1808,896,287,56,1
8608,9008,5586,3058,1048,228,49,1
9316,10939,6583,3061,1024,202,35,1
1692,2301,2443,1963,1186,244,42,1
2620,1725,1505,1087,613,238,69,1
1188,711,1012,1092,656,304,49,1
1188,711,1012,1092,656,304,49,1
3484,1677,1395,1332,1004,254,49,1
6348,2177,1503,1513,1029,322,42,1
6348,2177,1503,1513,1029,322,42,1
2876,1365,1479,1188,798,259,59,1
2876,1365,1479,1188,798,259,59,1
532,1507,1550,1438,826,261,53,1
532,1507,1550,1438,826,261,53,1
1748,2083,2030,1379,793,318,35,1
1748,2083,2030,1379,793,318,35,1
1328,1492,1708,1399,755,282,52,1
5016,2706,2222,1553,883,224,64,1
3028,1259,1328,1242,923,263,50,1
10192,11172,6602,3204,868,190,29,1
3584,8000,5812,2791,896,232,27,1
2148,2123,1779,1429,898,272,60,1
2148,2123,1779,1429,898,272,60,1
